序号,题号,题目名称,难度,通过率,挑战人数,标签,所在页码
3631,4249,2023的余数,易,61%,277,思维、数学、鸽巢原理,182
3632,4451,原！,易,44.3%,276,暴力、数学,182
3633,5267,威佐夫博弈模板,中,71.7%,278,威佐夫博弈,182
3634,5435,蓝泽的神秘阁楼,中,27.5%,279,桶排序,182
3635,8266,Dick的农场,中,97.4%,279,模拟、枚举,182
3636,8286,新房装修,中,76.7%,277,贪心、构造、动态规划,182
3637,12064,幸运数字,难,46.7%,277,数位DP,182
3638,16875,水泳柳依依，铁骑如飞,中,97.3%,276,思维、数学,182
3639,16922,非邻之序,中,93.8%,279,全排列、暴力,182
3640,17315,小齐的奶牛排序,中,30%,278,排序,182
3641,874,压缩,中,62.5%,279,SCOI、区间DP,183
3642,877,组队,难,12.5%,282,思维、枚举、SCOI,183
3643,1243,小明的矩阵,难,70.6%,281,单调队列、树套树,183
3644,1323,动态区间第k小,中,35.5%,282,主席树、树状数组、树套树,183
3645,1351,多项式卷积,中,42.1%,282,FFT,183
3646,1584,停车位,难,80.6%,282,2021、省模拟赛,183
3647,1875,假币,难,78.2%,282,引用,183
3648,2023,欧几里德最差序列,难,91.9%,279,递推,183
3649,3425,原始排列,难,93.4%,282,模拟、思维,183
3650,3463,散养的小猪,难,93%,280,枚举,183
3651,3906,格子涂色,易,93.6%,282,二分图,183
3652,3921,哥德巴赫猜想,难,45.8%,280,数学,183
3653,4010,求和签到题,易,21.9%,280,树状数组、线段树、离散化、排序,183
3654,4143,完美字符串,难,93.3%,280,字符串、栈、思维,183
3655,4554,最优登山绳分割,易,86.5%,279,动态规划,183
3656,5102,color大师,易,44.1%,280,动态规划、二分,183
3657,8588,无人区,中,91.3%,279,矩阵快速幂,183
3658,12119,分苹果,中,98.6%,281,,183
3659,16902,折枝成三角寻节奏,中,96.2%,280,思维、数学,183
3660,18247,立春后，不连休,中,97.2%,280,暴力,183
3661,521,最优贸易,中,58.3%,283,2009、图论、缩点、强连通分量、NOIP、动态规划,184
3662,559,作业调度方案,难,75%,285,2006、模拟、NOIP,184
3663,1161,购票,中,50%,284,2014、图论、分治、NOI、动态规划、斜率优化,184
3664,1201,小明的方程1,难,33.3%,282,二次剩余,184
3665,1202,挑选武器,中,77.8%,287,线性基,184
3666,1399,独特的树叶,中,10%,287,2016、哈希表、JSOI、DFS,184
3667,3104,第k小子串【UUST】,易,50.7%,284,字符串+set,184
3668,3230,小明的数学,中,74.6%,284,思维、前缀和、构造、搜索、DFS,184
3669,3430,堆箱子,中,64.3%,286,并查集,184
3670,3442,LQ的第k小字符串,中,73.7%,283,构造、DFS,184
3671,3857,指针的移动,易,90.6%,285,思维,184
3672,3956,魔法操作,易,47.4%,287,双指针、思维,184
3673,3968,数字游戏中的平衡挑战,易,34.7%,282,思维,184
3674,4176,小浩的最大Y值,易,80.6%,287,思维、贪心、位运算、枚举,184
3675,4273,统计子串“长度”,易,90.2%,285,思维、前缀和,184
3676,4443,简单的按位与,易,74%,286,位运算,184
3677,5007,脱氧核糖核酸的修复工作2,易,15.4%,285,字符串、优先队列、思维、贪心、枚举,184
3678,5829,小然的星际旅行,中,16.7%,282,数学,184
3679,11120,串串拼凑,中,20%,287,字符串、思维,184
3680,18159,丝绸之路的宝藏,中,97.5%,286,模拟,184
3681,798,动物园,中,16.7%,289,2020、贪心、位运算、CSP-S,185
3682,841,文本生成器,中,37.5%,288,AC自动机、JSOI、递推,185
3683,928,三角形,中,37.5%,290,字符串、CQOI、搜索,185
3684,936,循环赛,中,66.7%,291,CQOI、搜索、DFS,185
3685,1004,圆，圆，圆,中,23.6%,291,二分、计算几何,185
3686,1149,矩阵游戏,中,0%,289,2013、矩阵乘法、NOI、递推,185
3687,1275,区间不同数,中,61.1%,290,主席树、莫队算法,185
3688,1863,一个数学难题,难,84.7%,288,引用,185
3689,3007,保存体力,中,93.6%,288,最短路问题,185
3690,3310,7的意志,中,88.1%,289,数位DP、动态规划,185
3691,3448,为了珐露珊,易,80.7%,291,数学期望,185
3692,4226,阶乘分解,易,47.3%,291,思维、质因子分解,185
3693,8193,超级大树,中,56%,289,树形DP,185
3694,8251,算法大挑战,中,97.3%,291,模拟、枚举,185
3695,8674,数组游戏的最大得分,中,71.1%,291,贪心,185
3696,17569,小齐的视线,中,0%,289,数学,185
3697,18210,食堂活动,中,93%,289,字符串、数学,185
3698,18283,多次变化,中,87.7%,289,思维、排序,185
3699,18397,不能超过3,中,96.7%,287,并查集,185
3700,19746,神通顶点【算法赛】,中,63.2%,291,唯一分解定理、动态规划、数学,185
3701,900,马步距离,中,80.9%,293,贪心、HNOI、搜索,186
3702,935,中位数,难,33.3%,293,CQOI,186
3703,946,最小圈,中,0%,296,HNOI、分数规划、DFS,186
3704,1241,区间修改、区间覆盖、区间最大值、区间历史最大值,中,18.2%,296,吉司机线段树,186
3705,1400,扭动的回文串,难,25%,293,2016、Manacher、JSOI,186
3706,2944,糖果街,难,89.2%,296,思维、递推、动态规划,186
3707,3099,史东薇尔城【UUST】,易,53.1%,294,图论之最短路,186
3708,3424,标关羽打boss,中,74.4%,292,逆元、期望DP、数学,186
3709,3445,LQ的射击场,易,61.7%,294,线性dp,186
3710,3608,汉诺塔IX,中,42.1%,292,思维,186
3711,4316,基德与鲁邦的婚礼狂欢,易,89.4%,292,贪心、排序,186
3712,4478,运输粮草,易,70%,293,Floyd、最短路问题,186
3713,8129,诺伊的密码挑战,中,75%,292,思维,186
3714,11035,举办蓝桥杯大赛,中,86.2%,294,枚举,186
3715,16866,工匠心中千锤百炼,中,94%,295,思维、数学,186
3716,16883,梧桐更兼细雨,中,97.4%,294,思维、数学,186
3717,18094,打折的晚餐,中,90.3%,292,字符串、数学,186
3718,18490,气球大比拼【算法赛】,中,58.3%,294,动态规划、博弈,186
3719,20508,破解信息,中,79.8%,295,蓝桥杯备赛练习题,186
3720,20523,树上寻宝,易,69.6%,292,蓝桥杯备赛练习题,186
3721,1817,求2个谓词公式的真值-1,易,95.7%,302,,187
3722,1865,完数,难,89.7%,303,引用,187
3723,1965,回文串,难,87.5%,299,并查集、思维,187
3724,3063,选数游戏,中,96.9%,297,动态规划,187
3725,3372,数字回文,中,54.1%,297,并查集、思维、回文数,187
3726,3836,数字矩阵和,难,46.5%,298,规律,187
3727,3950,大衣的最高分数,易,76.5%,303,思维、排序、前缀和,187
3728,4142,基德的星际迷宫,易,43.8%,302,并查集、排序,187
3729,4151,基德的金币挑战,难,93.4%,300,分组背包,187
3730,4362,ymt的回文数,易,31.2%,300,思维,187
3731,5045,等待时间,中,88.9%,302,模拟,187
3732,8088,字符串之路,中,83.9%,299,字符串、模拟,187
3733,8280,神奇的奥丽安娜,中,96.6%,302,栈,187
3734,8515,小P姐姐的三角形,中,5.9%,303,二分、数学,187
3735,8605,小蓝的压岁钱,中,73.9%,298,ST表、思维,187
3736,11095,幼儿园交朋友,中,37.5%,301,位运算、数学,187
3737,17056,坤坤的破译任务,中,96.3%,301,枚举,187
3738,17059,大厨小新的美食烹饪,中,97%,298,枚举,187
3739,18175,天穹之下的独一无二,中,97%,300,枚举、质因子分解,187
3740,18315,珠联璧合数中奇,中,98.2%,299,枚举,187
3741,758,自由落体,难,86.7%,306,2002、NOIP,188
3742,879,k短路,难,15.4%,305,A*算法、SCOI,188
3743,1114,点的路径,中,16.7%,305,2011、强连通分量、CEOI,188
3744,1288,字符询问,中,75.9%,306,序列自动机,188
3745,1583,黑白染色,难,90.2%,307,2021、省模拟赛,188
3746,1962,Fibonacci,中,78.6%,306,引用,188
3747,2006,特殊的数据结构,中,37%,305,队列、模拟,188
3748,3315,饿了么,中,96.9%,306,模拟,188
3749,3340,忙碌的Alice,难,48.7%,305,图论、二分、最短路问题,188
3750,3387,小蓝走迷宫,难,69.2%,307,思维、动态规划,188
3751,3470,物流中转站,易,85%,304,树的重心,188
3752,4024,大衣的移除子数组,易,62.5%,305,双指针、思维、贪心,188
3753,4574,大衣的拼接回文串,易,89.5%,306,字符串、思维、回文数,188
3754,5026,寻找她,易,91.8%,305,GCD,188
3755,5573,配置炸弹,中,5.9%,304,字典树,188
3756,8339,斗罗大陆,中,62.5%,307,图论、拓扑排序、动态规划,188
3757,11119,诺伊与星迪的字符游戏,中,77.9%,303,思维,188
3758,12081,神秘数对,中,96.2%,306,枚举,188
3759,12084,小蓝的魔法棒,中,0%,304,链表,188
3760,16844,梦中序列谜,中,96.1%,305,思维、数学,188
3761,1191,错位的小球,难,72.1%,310,错位排列,189
3762,3149,蓝桥A梦的小球,难,31.1%,313,链表、模拟、数学,189
3763,3183,婚礼,中,75%,309,图论、二分图、思维,189
3764,3302,摆花,难,8.3%,313,线段树、双指针,189
3765,3343,数字的最大美丽值,中,15%,312,思维、贪心、前缀和、二分,189
3766,3640,最少的数,中,89.1%,313,双指针,189
3767,3667,五行序列,易,20%,314,前缀和、动态规划、排列组合,189
3768,3738,01卡片,难,26.2%,307,思维、二分、递归,189
3769,3814,精打细算的小蓝,易,71.4%,311,容斥、思维、数学,189
3770,3848,小蓝的数字拼图,易,42.9%,314,思维、数学,189
3771,4315,基德的密码破译,易,65.6%,313,思维,189
3772,4364,区间连续子串,易,0%,312,线段树,189
3773,4367,矩形求和,易,66.7%,309,数学,189
3774,4542,梦中的等差数列,难,77.8%,309,暴力、枚举,189
3775,8133,相同元素的追寻,中,78.8%,308,思维,189
3776,8335,恰好出现最多的最长,中,52.6%,312,后缀自动机,189
3777,8684,密码解码师,中,70.8%,307,贪心,189
3778,17052,平方拆分,中,83.4%,312,线性筛、埃氏筛、数学,189
3779,18024,最大相邻乘积,中,87.8%,314,数学,189
3780,18433,Yaya与数数【算法赛】,中,44.4%,314,费马小定理、数学、计数问题,189
3781,529,传纸条,难,74.2%,316,2008、费用流、NOIP、动态规划,190
3782,947,无归岛,难,33.3%,314,仙人掌算法、HNOI、动态规划,190
3783,949,有趣的数列,中,28.6%,316,线性筛、HNOI,190
3784,1003,生日的礼物,难,42.9%,319,优先队列、贪心,190
3785,1902,回文的判断,难,94.1%,318,引用,190
3786,2929,计票,中,68%,317,模拟、枚举,190
3787,2962,神奇花园,中,86.3%,319,思维、贪心、三分,190
3788,3195,蓝桥A梦放鞭炮,难,28.3%,317,优先队列、贪心、排序,190
3789,3212,小蓝的算法研究,中,89.7%,317,思维、搜索,190
3790,3216,魅力数字,难,83.6%,316,思维、枚举、数学、LCM,190
3791,3680,纸带找轴游戏,易,10.8%,317,字符串、哈希表、子序列问题,190
3792,3808,山峰之数,易,79.8%,317,思维、前缀和,190
3793,4295,跳跃方案,易,58.3%,314,前缀和、递推,190
3794,4462,水果连连看,易,69.4%,317,图论、并查集,190
3795,5017,刚刚好,易,52.2%,319,思维、排序、枚举、二分,190
3796,5255,线段树矩阵乘法,中,85.7%,316,模拟,190
3797,5681,嫌疑人调查,中,94.4%,316,模拟、暴力、枚举,190
3798,17089,宝可梦的商店,中,68.5%,314,动态规划,190
3799,17250,卓儿的雨,中,87.7%,319,线段树,190
3800,18233,志在千里，烈焰尾追,中,92.6%,316,概率,190
3801,567,篝火晚会,中,33.3%,322,2005、模拟、NOIP,191
3802,791,Emiya 家今天的饭,中,54.5%,323,2019、CSP-S、动态规划,191
3803,853,上升序列,中,0%,320,贪心、HAOI、动态规划,191
3804,1015,勾股定理,中,9.1%,323,连通块、枚举、HNOI、数学,191
3805,1310,小明的字符串2,中,51.5%,324,EXKMP,191
3806,1344,gcd之和,中,24.5%,324,莫比乌斯反演,191
3807,1820,谓词公式赋值-2,易,92.7%,322,,191
3808,3976,苏苏的旅行计划,易,43.3%,324,二分,191
3809,4455,排名之和,易,0%,321,逆康托展开、思维,191
3810,4535,勇闯魔堡,易,85.9%,322,BFS、二分,191
3811,5019,密码锁,易,33.3%,322,递推,191
3812,5605,小蓝的倒水壶,中,47.7%,321,回文自动机,191
3813,6426,数学新发现,中,63%,323,矩阵,191
3814,8142,蓝博士的电池,中,89.8%,322,数学,191
3815,8190,新咖啡店,中,96.2%,320,树形DP,191
3816,10036,连通分量的个数,中,97.8%,322,并查集,191
3817,18130,最多表示数,中,95.8%,324,贪心,191
3818,18259,千锤百炼出深秋,中,98%,321,枚举,191
3819,18373,别小看小蓝,中,91%,320,递归、数学,191
3820,18432,Yaya与排列【算法赛】,中,38.9%,325,动态规划,191
3821,555,Jam的计数法,中,91.9%,328,2006、模拟、NOIP,192
3822,1322,蓝桥舞会2,中,0%,326,基环树DP,192
3823,1402,位运算,难,60%,331,2016、矩阵乘法、JSOI、状压DP,192
3824,1813,谓词实例4(三元谓词),易,91.5%,332,,192
3825,2913,小蓝的字符串,难,47.5%,328,字符串、字符串hash、子串问题,192
3826,3066,互质数组的数量,中,54.9%,326,容斥、快速幂、搜索、递归,192
3827,3074,小蓝分苹果,难,49.3%,328,模拟、思维,192
3828,3109,完型填空【UUST】,中,41%,328,动态规划、背包问题,192
3829,3395,寻找满足高度的最大山峦美丽值,难,67.9%,328,离散化、动态规划、二分,192
3830,3902,小蓝拆数字,易,73.8%,330,思维,192
3831,4201,分糖果比赛,易,14.8%,327,博弈,192
3832,4512,足球比赛题目3：联赛排名,易,89.2%,329,模拟,192
3833,4928,排队取水4：标准的水桶,中,93%,331,递推,192
3834,5021,加减,易,92.4%,329,裴蜀定理,192
3835,8209,蓝晶,中,93.9%,328,进制转换,192
3836,11061,魔兽国王的豢养计划,中,70.4%,328,思维、分治,192
3837,11592,乘积五百行,中,94%,326,数学,192
3838,16905,数字链交响,中,97.4%,326,思维、数学,192
3839,17228,种桑果,中,75%,331,树,192
3840,18387,幻光的梦,中,98%,325,思维、计算几何、数学,192
3841,1013,寻路,中,28.6%,332,SPFA、APIO、最短路问题,193
3842,1303,约数个数和,中,4.5%,333,2015、莫比乌斯反演、SDOI,193
3843,2916,学习日,难,87.7%,338,模拟、思维、枚举,193
3844,3018,数字替换,中,89.7%,337,GCD、思维、前缀和、数学,193
3845,3071,平衡子串,难,69.1%,335,哈希表、思维、前缀和,193
3846,3088,数一数【UUST】,难,58.2%,334,枚举,193
3847,3275,火车摆放,中,34.5%,332,线段树、模拟、思维、二分、数据结构、STL,193
3848,3939,小蓝的糖果工厂,难,17.9%,332,并查集,193
3849,4152,鲁邦的甜品店,中,71.4%,332,背包问题,193
3850,4377,大衣的平衡后缀,易,8%,337,字符串、思维、贪心,193
3851,4406,袋鼠的梦幻之行,易,41.9%,334,模拟、暴力,193
3852,5160,新比赛机制,中,28.9%,336,前缀和,193
3853,6747,子串匹配的期望次数,中,26.1%,339,字符串匹配,193
3854,8496,国王的谜题,中,41.2%,338,数学、矩阵,193
3855,11075,最爱的山脉,中,12%,333,动态规划,193
3856,11579,逛商场,中,95.6%,338,动态规划,193
3857,12060,马走日,中,70%,332,排列组合,193
3858,12070,字符串游戏,难,59.6%,336,模拟、暴力,193
3859,12083,小蓝的数字拼图,中,93.6%,334,贪心、数学,193
3860,16932,数学家的任务,中,97%,338,数学、贡献计算,193
3861,353,换教室,中,16.7%,343,2016、NOIP、期望DP、动态规划,194
3862,855,分割矩阵,中,37.5%,343,HAOI、DFS,194
3863,1120,高塔,中,46.2%,343,2010、思维、CEOI、递推,194
3864,1874,围住多边形的边,中,94.7%,342,引用,194
3865,2977,妮妮分糖果,中,33.3%,342,模拟,194
3866,3005,赛车游戏,中,89.6%,341,双指针、贪心,194
3867,3422,rgb颜色转十六进制颜色,难,84.9%,342,数学、进制转换,194
3868,3715,一道简单的区间询问,易,91.2%,341,单调栈、线段树,194
3869,3863,数字王国之配对,易,84.2%,345,思维,194
3870,4460,春日寂寞,易,86.7%,339,双指针,194
3871,8089,宇宙探索,中,74.4%,341,贪心、二分,194
3872,8155,锻炼前先解密,中,94.4%,339,字符串、枚举,194
3873,8170,晓宇的公约数,中,54.4%,343,GCD,194
3874,8313,团队排序,中,84.4%,342,贪心,194
3875,8472,lqb计数,中,50%,345,树链剖分、思维、树上倍增,194
3876,12055,拼数字,中,90.9%,345,贪心,194
3877,12098,简单的数学题,中,95.7%,344,模拟,194
3878,17072,道路加固,中,93.8%,340,最小生成树,194
3879,17201,网络故障,中,58.8%,344,并查集、树,194
3880,20555,脉冲强度之和,易,91.5%,342,蓝桥杯备赛练习题,194
3881,848,硬币购物,难,60%,352,容斥、HAOI,195
3882,1812,谓词实例3(三元谓词),易,94.7%,352,,195
3883,1861,纸牌(Deck),难,92.8%,347,引用,195
3884,1966,活动安排问题,难,57%,346,引用,195
3885,2947,恋爱通关游戏,难,88.4%,355,拓扑排序、思维,195
3886,3161,你猜猜是啥题,难,82.2%,346,字符串hash、二分,195
3887,3219,神秘的整数序列,难,81.8%,345,思维、贪心、STL,195
3888,4056,节日营火晚会,中,97.3%,345,模拟,195
3889,4420,小丫的神秘卡片,易,39.1%,348,双指针、二分,195
3890,4432,农场主的挑战,易,78.7%,353,二分,195
3891,8534,树中颜色,中,87.3%,349,DFS序、思维,195
3892,11102,太空船的最佳采矿路线,中,90.9%,349,贪心,195
3893,11597,最大整数选择,中,92.4%,352,数学,195
3894,12076,超级矩阵,中,87.2%,345,二维前缀和,195
3895,17011,查找信息【省模拟赛】,中,96.7%,351,,195
3896,17194,卓儿金字塔,中,90.5%,355,位运算,195
3897,17224,卓儿种植谷物,中,80.8%,345,数学,195
3898,17423,小齐牛群之忧之疾病防控,中,41.3%,355,模拟,195
3899,17816,最小最大子数组,中,86.7%,347,数学,195
3900,18172,K偶数,中,85.2%,353,哈希表,195
3901,386,华容道,难,35.7%,360,2013、图论、NOIP、搜索、最短路问题,196
3902,840,建筑抢修,中,76%,361,优先队列、贪心、JSOI,196
3903,943,对称的正方形,中,75%,355,字符串hash、ZJOI、二分,196
3904,1822,验证(∀x)(A∨B(x))⇔A∨(∀x)B(x),易,84.4%,362,,196
3905,1890,货币兑换,难,82.9%,360,引用,196
3906,3033,多边形的包含关系,难,85.7%,357,凸包、计算几何,196
3907,3100,取模【UUST】,易,43.9%,361,数论分块,196
3908,3147,商店货架,中,63.2%,362,思维、数学,196
3909,3256,蓝桥A梦去游乐园,中,63%,361,优先队列、贪心、排序、数学,196
3910,3361,购买整数,中,90.3%,360,二分,196
3911,3431,旅行I,中,89.2%,359,GCD、思维,196
3912,3975,寻找和谐音符,难,95.5%,361,枚举,196
3913,5494,链表结点的物理&逻辑顺序,中,84.7%,362,链表,196
3914,5651,彩灯与任务,中,75.4%,362,模拟、思维,196
3915,12056,互质,中,95.8%,356,数学,196
3916,17060,神秘的粘贴魔法,中,96.2%,357,哈希表,196
3917,17081,诗歌双联之谜,中,87.8%,360,字符串hash,196
